HGNC_Symbol,dataset,LFC,p
TCTA,PietersenMalePyramidal,-0.52,0.60413
NUSAP1,hiPSC_Neuron,0.07,0.73048
NUSAP1,BloodmRNA,-0.19,0.426
NUSAP1,DISC1_RNA,0.45,0.07952
NUSAP1,gandalMicro,0.03,0.18271
NUSAP1,gandalRNAseq,NA,NA
NUSAP1,hiPSC_NPC1,0.06,0.75043
NUSAP1,MtSinaiACC,-0.23,0.39504
NUSAP1,MtSinaiDLPFC,2.2,0.33402
NUSAP1,MtSinaiMTA,-0.03,0.8727
NUSAP1,MtSinaiTPA,0.09,0.71836
NUSAP1,Stanley,0.02,0.2694
NUSAP1,CommonMind_DLPFC,-0.1,0.07713
NUSAP1,Deep_Neurons,NA,NA
NUSAP1,Superficial_Neurons,NA,NA
NUSAP1,Superficial_Deep_Neurons,NA,NA
NUSAP1,Lewis_2017_L3,-0.01,0.83414
NUSAP1,Lewis_2017_L5,-0.03,0.66567
NUSAP1,Lewis_2015_L3,0.03,0.73622
NUSAP1,Lewis_2015_L5,0.04,0.61667
NUSAP1,barnesAll,0.1,0.8023
NUSAP1,barnesFemale,0.08,0.92091
NUSAP1,barnesMale,0.3,0.4198
NUSAP1,Iwamoto_BA10_SCZ,NA,NA
NUSAP1,Iwamoto_BA46_SCZ,-0.11,0.19798
NUSAP1,MaycoxAll,-0.08,0.61655
NUSAP1,MaycoxFemale,-0.21,0.652
NUSAP1,MaycoxMale,-0.02,0.54686
NUSAP1,PietersenAllParvalbumin,0.51,0.51827
NUSAP1,PietersenAllPyramidal,0.47,0.46874
NUSAP1,PietersenFemaleParvalbumin,0.34,0.41046
NUSAP1,PietersenFemalePyramidal,2.09,0.03077
NUSAP1,PietersenMaleParvalbumin,0.68,0.3178
NUSAP1,PietersenMalePyramidal,-1.56,0.15269
HK1,hiPSC_Neuron,0.03,0.73093
HK1,BloodmRNA,NA,NA
HK1,DISC1_RNA,0.04,0.82827
HK1,gandalMicro,-0.04,0.00883
HK1,gandalRNAseq,-0.02,0.69094
HK1,hiPSC_NPC1,-0.22,0.02264
HK1,MtSinaiACC,0.23,0.1333
HK1,MtSinaiDLPFC,-0.11,0.40352
HK1,MtSinaiMTA,0.15,0.34343
HK1,MtSinaiTPA,0.03,0.83276
HK1,Stanley,-0.04,0.38925
HK1,CommonMind_DLPFC,-0.01,0.6015
HK1,Deep_Neurons,0.09,0.2201
HK1,Superficial_Neurons,0.08,0.25496
HK1,Superficial_Deep_Neurons,0.17,0.11195
HK1,Lewis_2017_L3,0.03,0.83155
HK1,Lewis_2017_L5,-0.08,0.60305
HK1,Lewis_2015_L3,0.11,0.13626
HK1,Lewis_2015_L5,0.17,0.02668
HK1,barnesAll,0.04,0.6845
HK1,barnesFemale,-0.05,0.67647
HK1,barnesMale,0.1,0.41922
HK1,Iwamoto_BA10_SCZ,NA,NA
HK1,Iwamoto_BA46_SCZ,-0.11,0.25013
HK1,MaycoxAll,-0.01,0.84099
HK1,MaycoxFemale,-0.11,0.42648
HK1,MaycoxMale,0.01,0.88678
HK1,PietersenAllParvalbumin,-0.33,0.60682
HK1,PietersenAllPyramidal,0.44,0.49437
HK1,PietersenFemaleParvalbumin,-0.11,0.91132
HK1,PietersenFemalePyramidal,0.62,0.5157
HK1,PietersenMaleParvalbumin,-0.56,0.57041
HK1,PietersenMalePyramidal,0.22,0.82393
C5,hiPSC_Neuron,-0.07,0.73172
C5,BloodmRNA,-0.8,7e-5
C5,DISC1_RNA,-1.58,6.1e-4
C5,gandalMicro,0.05,0.07963
C5,gandalRNAseq,-0.02,0.4943
C5,hiPSC_NPC1,0.1,0.64965
C5,MtSinaiACC,-0.05,0.831
C5,MtSinaiDLPFC,-0.19,0.26765
C5,MtSinaiMTA,0.03,0.86002
C5,MtSinaiTPA,-0.05,0.74292
C5,Stanley,0.01,0.62686
C5,CommonMind_DLPFC,-0.03,0.1451
C5,Deep_Neurons,0.04,0.60047
C5,Superficial_Neurons,0.04,0.60712
C5,Superficial_Deep_Neurons,0.07,0.48283
C5,Lewis_2017_L3,-0.08,0.44456
C5,Lewis_2017_L5,0.29,0.0103
C5,Lewis_2015_L3,0,0.93979
C5,Lewis_2015_L5,-0.02,0.74751
C5,barnesAll,-0.11,0.39488
C5,barnesFemale,-0.03,0.86608
C5,barnesMale,-0.17,0.37938
C5,Iwamoto_BA10_SCZ,-0.03,0.88304
C5,Iwamoto_BA46_SCZ,0.19,0.20824
C5,MaycoxAll,-0.07,0.50478
C5,MaycoxFemale,-0.16,0.34131
C5,MaycoxMale,-0.06,0.64558
C5,PietersenAllParvalbumin,-0.34,0.55673
C5,PietersenAllPyramidal,-1.39,0.06575
C5,PietersenFemaleParvalbumin,0.01,0.98823
C5,PietersenFemalePyramidal,-0.23,0.77203
C5,PietersenMaleParvalbumin,-0.7,0.41277
C5,PietersenMalePyramidal,-2.83,0.00903
PIGB,hiPSC_Neuron,0.03,0.73259
PIGB,BloodmRNA,-0.25,0.111
PIGB,DISC1_RNA,-1.2,0.02801
PIGB,gandalMicro,0.01,0.80144
PIGB,gandalRNAseq,-0.03,0.12554
PIGB,hiPSC_NPC1,-0.09,0.29491
PIGB,MtSinaiACC,-0.07,0.53445
PIGB,MtSinaiDLPFC,0.14,0.34496
PIGB,MtSinaiMTA,-0.2,0.05881
PIGB,MtSinaiTPA,0.02,0.79174
PIGB,Stanley,0.01,0.83354
PIGB,CommonMind_DLPFC,0,0.7947
PIGB,Deep_Neurons,-0.05,0.42186
PIGB,Superficial_Neurons,-0.04,0.49186
PIGB,Superficial_Deep_Neurons,-0.09,0.31474
PIGB,Lewis_2017_L3,-0.06,0.6631
PIGB,Lewis_2017_L5,0.04,0.8146
PIGB,Lewis_2015_L3,-0.21,0.23116
PIGB,Lewis_2015_L5,-0.34,0.05586
PIGB,barnesAll,-0.01,0.83925
PIGB,barnesFemale,0.01,0.94046
PIGB,barnesMale,-0.02,0.73308
PIGB,Iwamoto_BA10_SCZ,-0.08,0.43841
PIGB,Iwamoto_BA46_SCZ,0.04,0.70386
PIGB,MaycoxAll,-0.07,0.27096
PIGB,MaycoxFemale,-0.15,0.14957
PIGB,MaycoxMale,-0.03,0.78946
PIGB,PietersenAllParvalbumin,-0.95,0.09751
PIGB,PietersenAllPyramidal,-0.41,0.51989
PIGB,PietersenFemaleParvalbumin,-0.82,0.16128
PIGB,PietersenFemalePyramidal,-0.2,0.82239
PIGB,PietersenMaleParvalbumin,-1.08,0.26164
PIGB,PietersenMalePyramidal,-0.67,0.46695
DYNLT3,hiPSC_Neuron,-0.17,0.73369
DYNLT3,BloodmRNA,0.32,0.0531
DYNLT3,DISC1_RNA,NA,NA
DYNLT3,gandalMicro,-0.07,0.0049
DYNLT3,gandalRNAseq,-0.06,0.02649
DYNLT3,hiPSC_NPC1,-0.44,0.40513
DYNLT3,MtSinaiACC,0.2,0.21871
DYNLT3,MtSinaiDLPFC,-0.11,0.30674
DYNLT3,MtSinaiMTA,-0.05,0.65336
DYNLT3,MtSinaiTPA,0.03,0.77971
DYNLT3,Stanley,-0.08,0.15423
DYNLT3,CommonMind_DLPFC,-0.01,0.3633
DYNLT3,Deep_Neurons,NA,NA
DYNLT3,Superficial_Neurons,NA,NA
DYNLT3,Superficial_Deep_Neurons,NA,NA
DYNLT3,Lewis_2017_L3,-0.01,0.89308
DYNLT3,Lewis_2017_L5,-0.05,0.58463
DYNLT3,Lewis_2015_L3,-0.03,0.69687
DYNLT3,Lewis_2015_L5,-0.1,0.1753
DYNLT3,barnesAll,-0.02,0.82884
DYNLT3,barnesFemale,-0.1,0.38032
DYNLT3,barnesMale,0.04,0.75372
DYNLT3,Iwamoto_BA10_SCZ,-0.03,0.85419
DYNLT3,Iwamoto_BA46_SCZ,-0.02,0.79359
DYNLT3,MaycoxAll,-0.05,0.40914
DYNLT3,MaycoxFemale,-0.15,0.14311
DYNLT3,MaycoxMale,0.01,0.87271
DYNLT3,PietersenAllParvalbumin,-0.4,0.58313
DYNLT3,PietersenAllPyramidal,0.11,0.88336
DYNLT3,PietersenFemaleParvalbumin,0.43,0.68225
DYNLT3,PietersenFemalePyramidal,0.19,0.86069
DYNLT3,PietersenMaleParvalbumin,-1.23,0.24673
DYNLT3,PietersenMalePyramidal,0,0.99906
TXNRD1,hiPSC_Neuron,-0.07,0.73436
TXNRD1,BloodmRNA,NA,NA
TXNRD1,DISC1_RNA,-0.19,0.31998
TXNRD1,gandalMicro,0,0.99713
TXNRD1,gandalRNAseq,0,0.86723
TXNRD1,hiPSC_NPC1,0.01,0.94882
TXNRD1,MtSinaiACC,-0.02,0.86654
TXNRD1,MtSinaiDLPFC,0.16,0.47646
TXNRD1,MtSinaiMTA,0.07,0.55397
TXNRD1,MtSinaiTPA,0.11,0.30017
TXNRD1,Stanley,-0.04,0.37863
TXNRD1,CommonMind_DLPFC,-0.04,0.02212
TXNRD1,Deep_Neurons,0,0.97499
TXNRD1,Superficial_Neurons,0,0.98884
TXNRD1,Superficial_Deep_Neurons,0,0.97566
TXNRD1,Lewis_2017_L3,-0.18,0.17048
TXNRD1,Lewis_2017_L5,-0.31,0.02263
TXNRD1,Lewis_2015_L3,-0.23,0.00932
TXNRD1,Lewis_2015_L5,-0.36,7e-5
TXNRD1,barnesAll,-0.31,0.33694
TXNRD1,barnesFemale,0.01,0.75157
TXNRD1,barnesMale,-0.57,0.17557
TXNRD1,Iwamoto_BA10_SCZ,0.03,0.78198
TXNRD1,Iwamoto_BA46_SCZ,0.04,0.61977
TXNRD1,MaycoxAll,0.02,0.82564
TXNRD1,MaycoxFemale,0.34,0.46454
TXNRD1,MaycoxMale,-0.06,0.67983
TXNRD1,PietersenAllParvalbumin,-0.64,0.37974
TXNRD1,PietersenAllPyramidal,-0.05,0.60199
TXNRD1,PietersenFemaleParvalbumin,-0.22,0.5954
TXNRD1,PietersenFemalePyramidal,-0.33,0.41733
TXNRD1,PietersenMaleParvalbumin,-1.05,0.28681
TXNRD1,PietersenMalePyramidal,0.3,0.7036
BRCA1,hiPSC_Neuron,0.08,0.73646
BRCA1,BloodmRNA,-0.58,0.0545
BRCA1,DISC1_RNA,0.41,0.1564
BRCA1,gandalMicro,0.06,0.02074
BRCA1,gandalRNAseq,0.04,0.20109
BRCA1,hiPSC_NPC1,0.26,0.24034
BRCA1,MtSinaiACC,-0.27,0.32016
BRCA1,MtSinaiDLPFC,0.76,0.44638
BRCA1,MtSinaiMTA,-0.33,0.10859
BRCA1,MtSinaiTPA,-0.19,0.46226
BRCA1,Stanley,-0.01,0.74835
BRCA1,CommonMind_DLPFC,-0.02,0.2138
BRCA1,Deep_Neurons,-0.05,0.51839
BRCA1,Superficial_Neurons,-0.04,0.58307
BRCA1,Superficial_Deep_Neurons,-0.09,0.41994
BRCA1,Lewis_2017_L3,0.07,0.34916
BRCA1,Lewis_2017_L5,0.08,0.333
BRCA1,Lewis_2015_L3,0.08,0.22353
BRCA1,Lewis_2015_L5,0.05,0.41969
BRCA1,barnesAll,0.71,0.37713
BRCA1,barnesFemale,0.44,0.15236
BRCA1,barnesMale,2.01,0.13538
BRCA1,Iwamoto_BA10_SCZ,0.3,0.23845
BRCA1,Iwamoto_BA46_SCZ,0.05,0.58478
BRCA1,MaycoxAll,-0.02,0.93668
BRCA1,MaycoxFemale,0.08,0.7415
BRCA1,MaycoxMale,0.04,0.76796
BRCA1,PietersenAllParvalbumin,0.2,0.18962
BRCA1,PietersenAllPyramidal,0.02,0.57543
BRCA1,PietersenFemaleParvalbumin,0.89,0.35796
BRCA1,PietersenFemalePyramidal,0.21,0.79588
BRCA1,PietersenMaleParvalbumin,-0.5,0.14833
BRCA1,PietersenMalePyramidal,-0.21,0.52943
PIK3R3,hiPSC_Neuron,-0.04,0.73662
PIK3R3,BloodmRNA,0,0.997
PIK3R3,DISC1_RNA,0.12,0.56219
PIK3R3,gandalMicro,-0.04,0.13942
PIK3R3,gandalRNAseq,-0.04,0.4098
PIK3R3,hiPSC_NPC1,-0.01,0.9616
PIK3R3,MtSinaiACC,0.09,0.4972
PIK3R3,MtSinaiDLPFC,-0.15,0.15381
PIK3R3,MtSinaiMTA,-0.17,0.16318
PIK3R3,MtSinaiTPA,-0.08,0.37015
PIK3R3,Stanley,-0.03,0.3332
PIK3R3,CommonMind_DLPFC,-0.04,0.04149
PIK3R3,Deep_Neurons,NA,NA
PIK3R3,Superficial_Neurons,NA,NA
PIK3R3,Superficial_Deep_Neurons,NA,NA
PIK3R3,Lewis_2017_L3,-0.02,0.95268
PIK3R3,Lewis_2017_L5,-0.48,0.24664
PIK3R3,Lewis_2015_L3,-0.11,0.47551
PIK3R3,Lewis_2015_L5,-0.37,0.01729
PIK3R3,barnesAll,0.3,0.21949
PIK3R3,barnesFemale,0.07,0.76049
PIK3R3,barnesMale,0.51,0.19387
PIK3R3,Iwamoto_BA10_SCZ,0.06,0.24362
PIK3R3,Iwamoto_BA46_SCZ,-0.1,0.43725
PIK3R3,MaycoxAll,0.09,0.31503
PIK3R3,MaycoxFemale,-0.19,0.34532
PIK3R3,MaycoxMale,0.3,0.09615
PIK3R3,PietersenAllParvalbumin,-0.11,0.4249
PIK3R3,PietersenAllPyramidal,-0.25,0.26972
PIK3R3,PietersenFemaleParvalbumin,0,0.63886
PIK3R3,PietersenFemalePyramidal,-0.21,0.40818
PIK3R3,PietersenMaleParvalbumin,-0.21,0.52133
PIK3R3,PietersenMalePyramidal,-0.29,0.27439
TRAP1,hiPSC_Neuron,0.02,0.73688
TRAP1,BloodmRNA,-0.31,0.088
TRAP1,DISC1_RNA,0.05,0.79347
TRAP1,gandalMicro,-0.04,0.01982
TRAP1,gandalRNAseq,0.04,0.04212
TRAP1,hiPSC_NPC1,0.03,0.62727
TRAP1,MtSinaiACC,0.1,0.31195
TRAP1,MtSinaiDLPFC,0.21,0.40807
TRAP1,MtSinaiMTA,0.12,0.17496
TRAP1,MtSinaiTPA,0.14,0.16106
TRAP1,Stanley,-0.09,0.1433
TRAP1,CommonMind_DLPFC,0.03,0.07461
TRAP1,Deep_Neurons,-0.07,0.40878
TRAP1,Superficial_Neurons,-0.08,0.35514
TRAP1,Superficial_Deep_Neurons,-0.15,0.23713
TRAP1,Lewis_2017_L3,-0.19,0.27982
TRAP1,Lewis_2017_L5,-0.12,0.49985
TRAP1,Lewis_2015_L3,-0.09,0.30484
TRAP1,Lewis_2015_L5,-0.08,0.33809
TRAP1,barnesAll,0.33,0.19043
TRAP1,barnesFemale,0.36,0.21666
TRAP1,barnesMale,0.23,0.65051
TRAP1,Iwamoto_BA10_SCZ,-0.09,0.4879
TRAP1,Iwamoto_BA46_SCZ,-0.05,0.51872
TRAP1,MaycoxAll,-0.14,0.31491
TRAP1,MaycoxFemale,-0.1,0.37617
TRAP1,MaycoxMale,-0.26,0.45615
TRAP1,PietersenAllParvalbumin,-0.14,0.74293
TRAP1,PietersenAllPyramidal,-0.91,0.07423
TRAP1,PietersenFemaleParvalbumin,0.26,0.48323
TRAP1,PietersenFemalePyramidal,-1.26,0.18185
TRAP1,PietersenMaleParvalbumin,-0.54,0.5693
TRAP1,PietersenMalePyramidal,-0.47,0.22245
MBNL2,hiPSC_Neuron,-0.05,0.73703
MBNL2,BloodmRNA,-0.02,0.901
MBNL2,DISC1_RNA,-1.23,0.01984
MBNL2,gandalMicro,0.03,0.10318
MBNL2,gandalRNAseq,0,0.89528
MBNL2,hiPSC_NPC1,0.16,0.26694
MBNL2,MtSinaiACC,-0.1,0.20947
MBNL2,MtSinaiDLPFC,-0.2,0.08689
MBNL2,MtSinaiMTA,-0.1,0.36331
MBNL2,MtSinaiTPA,-0.1,0.16815
MBNL2,Stanley,0,0.95344
MBNL2,CommonMind_DLPFC,-0.03,0.02358
MBNL2,Deep_Neurons,0.09,0.56758
MBNL2,Superficial_Neurons,0.07,0.6626
MBNL2,Superficial_Deep_Neurons,0.16,0.49638
MBNL2,Lewis_2017_L3,-0.03,0.72515
MBNL2,Lewis_2017_L5,-0.04,0.59769
MBNL2,Lewis_2015_L3,-0.14,0.10643
MBNL2,Lewis_2015_L5,-0.15,0.08211
MBNL2,barnesAll,-0.02,0.53421
MBNL2,barnesFemale,0.01,0.79089
MBNL2,barnesMale,-0.04,0.52695
MBNL2,Iwamoto_BA10_SCZ,-0.02,0.92835
MBNL2,Iwamoto_BA46_SCZ,-0.1,0.25509
MBNL2,MaycoxAll,0,0.36366
MBNL2,MaycoxFemale,-0.06,0.48015
MBNL2,MaycoxMale,0.02,0.27348
MBNL2,PietersenAllParvalbumin,-0.48,0.36583
MBNL2,PietersenAllPyramidal,-0.42,0.4987
MBNL2,PietersenFemaleParvalbumin,-0.09,0.68902
MBNL2,PietersenFemalePyramidal,-0.29,0.65657
MBNL2,PietersenMaleParvalbumin,-0.86,0.32737
MBNL2,PietersenMalePyramidal,-0.59,0.54988
PKIG,hiPSC_Neuron,-0.04,0.73795
PKIG,BloodmRNA,-0.5,0.127
PKIG,DISC1_RNA,-0.08,0.68649
PKIG,gandalMicro,-0.07,1.4e-4
PKIG,gandalRNAseq,-0.14,0.008
PKIG,hiPSC_NPC1,0.04,0.69755
PKIG,MtSinaiACC,0.26,0.01265
PKIG,MtSinaiDLPFC,0.07,0.57657
PKIG,MtSinaiMTA,0.02,0.88266
PKIG,MtSinaiTPA,0.03,0.75288
PKIG,Stanley,-0.04,0.4064
PKIG,CommonMind_DLPFC,-0.04,0.0045
PKIG,Deep_Neurons,0,0.958
PKIG,Superficial_Neurons,-0.01,0.83667
PKIG,Superficial_Deep_Neurons,-0.02,0.85952
PKIG,Lewis_2017_L3,-0.01,0.9563
PKIG,Lewis_2017_L5,0.18,0.42613
PKIG,Lewis_2015_L3,0,0.99043
PKIG,Lewis_2015_L5,-0.05,0.69141
PKIG,barnesAll,0.05,0.62048
PKIG,barnesFemale,-0.04,0.83087
PKIG,barnesMale,0.13,0.34055
PKIG,Iwamoto_BA10_SCZ,0.06,0.67274
PKIG,Iwamoto_BA46_SCZ,-0.05,0.48664
PKIG,MaycoxAll,-0.09,0.21312
PKIG,MaycoxFemale,-0.03,0.7995
PKIG,MaycoxMale,-0.1,0.28599
PKIG,PietersenAllParvalbumin,-0.15,0.81001
PKIG,PietersenAllPyramidal,0.49,0.43539
PKIG,PietersenFemaleParvalbumin,-0.15,0.87877
PKIG,PietersenFemalePyramidal,0.49,0.5577
PKIG,PietersenMaleParvalbumin,-0.14,0.87378
PKIG,PietersenMalePyramidal,0.48,0.6294
STAT1,hiPSC_Neuron,0.04,0.74067
STAT1,BloodmRNA,-0.07,0.686
STAT1,DISC1_RNA,0.07,0.70722
STAT1,gandalMicro,-0.01,0.82757
STAT1,gandalRNAseq,0.04,0.17387
STAT1,hiPSC_NPC1,-0.02,0.8632
STAT1,MtSinaiACC,-0.66,0.24485
STAT1,MtSinaiDLPFC,-0.42,0.37637
STAT1,MtSinaiMTA,0.22,0.31778
STAT1,MtSinaiTPA,-0.91,0.22837
STAT1,Stanley,-0.02,0.19144
STAT1,CommonMind_DLPFC,0.01,0.78
STAT1,Deep_Neurons,0.09,0.33942
STAT1,Superficial_Neurons,0.09,0.35825
STAT1,Superficial_Deep_Neurons,0.17,0.20653
STAT1,Lewis_2017_L3,-0.33,0.02839
STAT1,Lewis_2017_L5,0.09,0.55429
STAT1,Lewis_2015_L3,-0.23,0.05771
STAT1,Lewis_2015_L5,-0.12,0.32157
STAT1,barnesAll,0,0.86976
STAT1,barnesFemale,-0.18,0.54191
STAT1,barnesMale,0.18,0.48448
STAT1,Iwamoto_BA10_SCZ,0.03,0.30035
STAT1,Iwamoto_BA46_SCZ,-0.03,0.40965
STAT1,MaycoxAll,-0.07,0.4688
STAT1,MaycoxFemale,0.02,0.65557
STAT1,MaycoxMale,-0.12,0.45623
STAT1,PietersenAllParvalbumin,-0.45,0.29847
STAT1,PietersenAllPyramidal,-0.12,0.64077
STAT1,PietersenFemaleParvalbumin,0.15,0.33929
STAT1,PietersenFemalePyramidal,0.09,0.33235
STAT1,PietersenMaleParvalbumin,-1.04,0.27218
STAT1,PietersenMalePyramidal,-0.38,0.4827
PFKL,hiPSC_Neuron,-0.04,0.74251
PFKL,BloodmRNA,NA,NA
PFKL,DISC1_RNA,-0.16,0.40546
PFKL,gandalMicro,0,0.84181
PFKL,gandalRNAseq,0,0.95667
PFKL,hiPSC_NPC1,-0.12,0.27517
PFKL,MtSinaiACC,-0.21,0.15629
PFKL,MtSinaiDLPFC,-0.07,0.43719
PFKL,MtSinaiMTA,0.15,0.11842
PFKL,MtSinaiTPA,0.05,0.54662
PFKL,Stanley,0,0.91964
PFKL,CommonMind_DLPFC,-0.02,0.3331
PFKL,Deep_Neurons,0.03,0.65235
PFKL,Superficial_Neurons,0.04,0.65837
PFKL,Superficial_Deep_Neurons,0.07,0.546
PFKL,Lewis_2017_L3,0.08,0.30242
PFKL,Lewis_2017_L5,0.21,0.00665
PFKL,Lewis_2015_L3,0.05,0.48992
PFKL,Lewis_2015_L5,0.1,0.18715
PFKL,barnesAll,-0.04,0.70955
PFKL,barnesFemale,-0.04,0.8024
PFKL,barnesMale,-0.03,0.81988
PFKL,Iwamoto_BA10_SCZ,-0.22,0.05156
PFKL,Iwamoto_BA46_SCZ,-0.06,0.4857
PFKL,MaycoxAll,-0.06,0.3997
PFKL,MaycoxFemale,0.02,0.84749
PFKL,MaycoxMale,-0.12,0.19123
PFKL,PietersenAllParvalbumin,-0.18,0.64493
PFKL,PietersenAllPyramidal,0.24,0.42741
PFKL,PietersenFemaleParvalbumin,0.02,0.75974
PFKL,PietersenFemalePyramidal,0.34,0.52578
PFKL,PietersenMaleParvalbumin,-0.38,0.60384
PFKL,PietersenMalePyramidal,0.12,0.62198
PPP2R3C,hiPSC_Neuron,-0.03,0.74282
PPP2R3C,BloodmRNA,-0.9,0.00319
PPP2R3C,DISC1_RNA,-0.4,0.2537
PPP2R3C,gandalMicro,0.02,0.37526
PPP2R3C,gandalRNAseq,0,0.94235
PPP2R3C,hiPSC_NPC1,0.04,0.60612
PPP2R3C,MtSinaiACC,0.01,0.90556
PPP2R3C,MtSinaiDLPFC,0.26,0.09748
PPP2R3C,MtSinaiMTA,0.1,0.11999
PPP2R3C,MtSinaiTPA,0.13,0.03921
PPP2R3C,Stanley,-0.02,0.57147
PPP2R3C,CommonMind_DLPFC,0.01,0.4491
PPP2R3C,Deep_Neurons,-0.05,0.55038
PPP2R3C,Superficial_Neurons,-0.04,0.60053
PPP2R3C,Superficial_Deep_Neurons,-0.09,0.44907
PPP2R3C,Lewis_2017_L3,0.36,0.06361
PPP2R3C,Lewis_2017_L5,-0.24,0.23624
PPP2R3C,Lewis_2015_L3,-0.31,0.03722
PPP2R3C,Lewis_2015_L5,-0.4,0.00891
PPP2R3C,barnesAll,0.06,0.42185
PPP2R3C,barnesFemale,0.18,0.316
PPP2R3C,barnesMale,-0.04,0.83141
PPP2R3C,Iwamoto_BA10_SCZ,NA,NA
PPP2R3C,Iwamoto_BA46_SCZ,0.08,0.36982
PPP2R3C,MaycoxAll,0.06,0.62205
PPP2R3C,MaycoxFemale,0.06,0.62207
PPP2R3C,MaycoxMale,0.1,0.56844
PPP2R3C,PietersenAllParvalbumin,1.14,0.06798
PPP2R3C,PietersenAllPyramidal,0.56,0.40695
PPP2R3C,PietersenFemaleParvalbumin,1.21,0.16721
PPP2R3C,PietersenFemalePyramidal,0.86,0.41688
PPP2R3C,PietersenMaleParvalbumin,1.07,0.24012
PPP2R3C,PietersenMalePyramidal,0.19,0.59572
PGAM1,hiPSC_Neuron,-0.04,0.74305
PGAM1,BloodmRNA,-0.13,0.287
PGAM1,DISC1_RNA,0.21,0.33536
PGAM1,gandalMicro,NA,NA
PGAM1,gandalRNAseq,-0.1,0.11659
PGAM1,hiPSC_NPC1,-0.15,0.21175
PGAM1,MtSinaiACC,0.18,0.19725
PGAM1,MtSinaiDLPFC,0.19,0.09215
PGAM1,MtSinaiMTA,0.2,0.06665
PGAM1,MtSinaiTPA,0.17,0.07845
PGAM1,Stanley,-0.07,0.24419
PGAM1,CommonMind_DLPFC,0.01,0.4125
PGAM1,Deep_Neurons,0.08,0.48455
PGAM1,Superficial_Neurons,0.03,0.88799
PGAM1,Superficial_Deep_Neurons,0.13,0.41419
PGAM1,Lewis_2017_L3,-0.03,0.49661
PGAM1,Lewis_2017_L5,-0.05,0.27712
PGAM1,Lewis_2015_L3,-0.12,0.00247
PGAM1,Lewis_2015_L5,-0.09,0.02806
PGAM1,barnesAll,-0.05,0.5651
PGAM1,barnesFemale,-0.11,0.35656
PGAM1,barnesMale,0,0.97998
PGAM1,Iwamoto_BA10_SCZ,-0.1,0.24452
PGAM1,Iwamoto_BA46_SCZ,-0.11,0.19911
PGAM1,MaycoxAll,-0.03,0.57508
PGAM1,MaycoxFemale,-0.08,0.41404
PGAM1,MaycoxMale,-0.01,0.94477
PGAM1,PietersenAllParvalbumin,-0.54,0.48596
PGAM1,PietersenAllPyramidal,0.46,0.52603
PGAM1,PietersenFemaleParvalbumin,-0.04,0.96792
PGAM1,PietersenFemalePyramidal,0.32,0.76353
PGAM1,PietersenMaleParvalbumin,-1.03,0.35168
PGAM1,PietersenMalePyramidal,0.63,0.52694
PIN1,hiPSC_Neuron,-0.03,0.74472
PIN1,BloodmRNA,0.16,0.456
PIN1,DISC1_RNA,-0.01,0.97727
PIN1,gandalMicro,-0.06,0.00535
PIN1,gandalRNAseq,-0.06,0.06777
PIN1,hiPSC_NPC1,-0.1,0.26619
PIN1,MtSinaiACC,0.25,0.23212
PIN1,MtSinaiDLPFC,-0.07,0.57584
PIN1,MtSinaiMTA,0.13,0.48175
PIN1,MtSinaiTPA,0.14,0.39124
PIN1,Stanley,0.01,0.93872
PIN1,CommonMind_DLPFC,0.02,0.1707
PIN1,Deep_Neurons,-0.13,0.10781
PIN1,Superficial_Neurons,-0.13,0.12413
PIN1,Superficial_Deep_Neurons,-0.26,0.03533
PIN1,Lewis_2017_L3,-0.21,0.13179
PIN1,Lewis_2017_L5,0.11,0.43625
PIN1,Lewis_2015_L3,-0.17,0.1365
PIN1,Lewis_2015_L5,-0.27,0.02533
PIN1,barnesAll,-0.01,0.97001
PIN1,barnesFemale,-0.1,0.69745
PIN1,barnesMale,0.06,0.81424
PIN1,Iwamoto_BA10_SCZ,0.04,0.76004
PIN1,Iwamoto_BA46_SCZ,-0.05,0.68007
PIN1,MaycoxAll,0,0.99201
PIN1,MaycoxFemale,0.01,0.96166
PIN1,MaycoxMale,-0.08,0.53043
PIN1,PietersenAllParvalbumin,0.04,0.85669
PIN1,PietersenAllPyramidal,0,0.50247
PIN1,PietersenFemaleParvalbumin,-0.49,0.56824
PIN1,PietersenFemalePyramidal,-0.15,0.84555
PIN1,PietersenMaleParvalbumin,0.57,0.52842
PIN1,PietersenMalePyramidal,0.2,0.35531
PAICS,hiPSC_Neuron,0.04,0.74552
PAICS,BloodmRNA,1.25,0
PAICS,DISC1_RNA,-0.78,0.00462
PAICS,gandalMicro,0.06,0.00184
PAICS,gandalRNAseq,-0.01,0.7178
PAICS,hiPSC_NPC1,-0.1,0.4822
PAICS,MtSinaiACC,0.04,0.72725
PAICS,MtSinaiDLPFC,0.53,0.30422
PAICS,MtSinaiMTA,0.1,0.3067
PAICS,MtSinaiTPA,0.02,0.74455
PAICS,Stanley,0,0.94838
PAICS,CommonMind_DLPFC,-0.02,0.09057
PAICS,Deep_Neurons,-0.09,0.25893
PAICS,Superficial_Neurons,-0.1,0.22833
PAICS,Superficial_Deep_Neurons,-0.19,0.11626
PAICS,Lewis_2017_L3,-0.33,0.04832
PAICS,Lewis_2017_L5,-0.04,0.80514
PAICS,Lewis_2015_L3,-0.24,0.07027
PAICS,Lewis_2015_L5,-0.08,0.56232
